LabVIEW Measurement	
Writer_Version	2
Reader_Version	2
Separator	Tab
Decimal_Separator	.
Multi_Headings	No
X_Columns	No
Time_Pref	Absolute
Operator	mechlab
Description	Data file
Date	2024/02/09
Time	16:13:53.8600001335144042969
***End_of_Header***	
	
Channels	6						
Samples	1	1	1	1	1	1	
Date	2024/02/09	2024/02/09	2024/02/09	2024/02/09	2024/02/09	2024/02/09	
Time	16:13:53.8600001335144042969	16:13:53.9679999351501464844	16:13:54.0770001411437988281	16:13:54.1859998703002929687	16:13:54.2940001487731933594	16:13:54.4029998779296875	
X_Dimension	Time	Time	Time	Time	Time	Time	
X0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	
Delta_X	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	
***End_of_Header***							
X_Value	Untitled	Untitled 1	Untitled 2	Untitled 3	Untitled 4	Untitled 5	Comment
	0.000000	24.350451	-39.238777	22.764761	-1.950784E-6	1.399709E-5
	0.551000	164.476008	-39.247981	22.767190	-4.788504E-6	2.426713E-5
	1.096000	254.379723	-39.238642	22.764673	-7.443570E-6	3.137017E-5
	1.639000	333.149328	-39.240046	22.764248	-9.556929E-6	3.735381E-5
	2.176000	379.737087	-39.233889	22.761588	-1.069622E-5	4.151024E-5
	2.720000	420.924440	-39.231280	22.763444	-1.170507E-5	4.487366E-5
	3.262000	461.348587	-39.242445	22.763749	-1.293754E-5	4.800199E-5
	3.806000	488.297482	-39.215491	22.764406	-1.407186E-5	5.068935E-5
	4.348000	520.947878	-39.205634	22.762208	-1.492539E-5	5.291259E-5
	4.892000	540.309799	-39.203650	22.766162	-1.526953E-5	5.546841E-5
	5.436000	561.924303	-39.219410	22.766549	-1.553044E-5	5.743706E-5
	5.977000	586.702731	-39.201547	22.765739	-1.621749E-5	6.027797E-5
	6.520000	609.515179	-39.193116	22.768722	-1.665605E-5	6.175569E-5
	7.063000	621.969604	-39.192466	22.762454	-1.709214E-5	6.308113E-5
	7.607000	645.261873	-39.192166	22.765368	-1.790839E-5	6.474525E-5
	8.149000	655.883960	-39.179800	22.761617	-1.846250E-5	6.636065E-5
	8.690000	675.588840	-39.185417	22.766352	-1.863022E-5	6.811858E-5
	9.232000	687.062690	-39.172014	22.766785	-1.899425E-5	6.930394E-5
	9.775000	707.959072	-39.195651	22.768247	-2.033106E-5	7.064159E-5
	10.315000	728.652578	-39.178332	22.762222	-2.082677E-5	7.223508E-5
	10.859000	740.163461	-39.159596	22.769212	-2.094853E-5	7.374938E-5
	11.406000	756.974921	-39.160591	22.766608	-2.113737E-5	7.532339E-5
	11.949000	775.488299	-39.151197	22.765705	-2.208531E-5	7.685597E-5
	12.492000	787.693152	-39.145179	22.769139	-2.257233E-5	7.839831E-5
	13.034000	800.443842	-39.137128	22.764562	-2.345815E-5	7.946918E-5
	13.576000	817.567670	-39.135350	22.768130	-2.370911E-5	8.098229E-5
	14.119000	836.006981	-39.141449	22.764034	-2.374762E-5	8.198981E-5
	14.662000	841.890428	-39.142064	22.762649	-2.427439E-5	8.300099E-5
	15.201000	863.814080	-39.122688	22.765748	-2.485707E-5	8.419248E-5
	15.746000	880.516051	-39.110515	22.767244	-2.531675E-5	8.550702E-5
	16.291000	897.712335	-39.125731	22.766182	-2.584227E-5	8.682644E-5
	16.836000	906.453779	-39.112676	22.767153	-2.618890E-5	8.808007E-5
	17.379000	917.032392	-39.105288	22.766196	-2.685357E-5	8.943361E-5
	17.922000	932.887430	-39.095814	22.764385	-2.660261E-5	9.061293E-5
	18.466000	944.779916	-39.101405	22.768001	-2.698650E-5	9.177033E-5
	19.015000	965.154615	-39.091093	22.767012	-2.749339E-5	9.355029E-5
	19.559000	973.791400	-39.084794	22.766679	-2.827608E-5	9.458951E-5
	20.104000	991.053700	-39.081902	22.767095	-2.868731E-5	9.662533E-5
	20.646000	999.923955	-39.081204	22.765576	-2.920910E-5	9.820550E-5
	21.188000	1025.161273	-39.084743	22.765472	-2.945012E-5	9.954201E-5
	21.734000	1033.467980	-39.068577	22.763493	-2.989489E-5	0.000101
	22.275000	1045.230045	-39.070309	22.765309	-3.032723E-5	0.000103
	22.819000	1055.898826	-39.060181	22.767573	-3.029866E-5	0.000104
	23.364000	1079.638714	-39.055457	22.765847	-3.038562E-5	0.000106
	23.905000	1098.472510	-39.051847	22.766401	-3.029741E-5	0.000108
	24.446000	1112.086235	-39.041800	22.766822	-3.054713E-5	0.000110
	24.989000	1129.277688	-39.047989	22.766992	-3.099935E-5	0.000111
	25.533000	1150.438135	-39.029157	22.767694	-3.117204E-5	0.000113
	26.076000	1163.195266	-39.036225	22.767690	-3.172986E-5	0.000115
	26.627000	1178.961747	-39.030719	22.765771	-3.226780E-5	0.000117
	27.170000	1190.619153	-39.027901	22.766294	-3.280326E-5	0.000118
	27.716000	1216.928824	-39.036335	22.766413	-3.269766E-5	0.000120
	28.261000	1226.673385	-39.008630	22.772550	-3.292128E-5	0.000122
	28.807000	1250.191075	-39.015808	22.767954	-3.347786E-5	0.000123
	29.351000	1270.923224	-39.013226	22.771056	-3.378721E-5	0.000125
	29.893000	1285.340409	-38.975471	22.767780	-3.443571E-5	0.000127
	30.439000	1299.202096	-38.995243	22.766684	-3.515007E-5	0.000129
	30.981000	1317.833014	-38.991089	22.772672	-3.538115E-5	0.000131
	31.523000	1334.353040	-38.983425	22.765095	-3.572403E-5	0.000132
	32.065000	1353.958092	-38.975226	22.770445	-3.616383E-5	0.000135
	32.610000	1372.070546	-38.980449	22.765829	-3.678749E-5	0.000136
	33.150000	1399.468671	-38.984011	22.770027	-3.713286E-5	0.000139
	33.692000	1415.410658	-38.954429	22.765196	-3.695644E-5	0.000141
