LabVIEW Measurement	
Writer_Version	2
Reader_Version	2
Separator	Tab
Decimal_Separator	.
Multi_Headings	No
X_Columns	No
Time_Pref	Absolute
Operator	mechlab
Description	Data file
Date	2024/02/09
Time	16:29:05.2880001068115234375
***End_of_Header***	
	
Channels	6						
Samples	1	1	1	1	1	1	
Date	2024/02/09	2024/02/09	2024/02/09	2024/02/09	2024/02/09	2024/02/09	
Time	16:29:05.2880001068115234375	16:29:05.395999908447265625	16:29:05.5040001869201660156	16:29:05.6129999160766601562	16:29:05.7220001220703125	16:29:05.8309998512268066406	
X_Dimension	Time	Time	Time	Time	Time	Time	
X0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	
Delta_X	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	
***End_of_Header***							
X_Value	Untitled	Untitled 1	Untitled 2	Untitled 3	Untitled 4	Untitled 5	Comment
	0.000000	89.770394	-39.059016	21.528246	-7.773254E-7	-1.355660E-6
	0.549000	178.622688	-39.053119	21.524871	1.516209E-5	-9.952256E-6
	1.093000	291.984517	-39.059582	21.525459	2.882244E-5	-1.626894E-5
	1.636000	399.878314	-39.055093	21.524884	4.090908E-5	-2.625649E-5
	2.176000	483.373677	-39.050411	21.527527	5.137808E-5	-2.834209E-5
	2.717000	568.967051	-39.050965	21.529786	6.222564E-5	-3.334075E-5
	3.260000	657.250968	-39.038135	21.528114	6.975838E-5	-3.749319E-5
	3.805000	718.309045	-39.031768	21.527581	7.745426E-5	-4.124741E-5
	4.345000	783.740261	-39.028052	21.528536	8.588263E-5	-4.601822E-5
	4.888000	850.185864	-39.018826	21.525086	9.278190E-5	-5.001128E-5
	5.431000	907.851380	-39.022288	21.524145	9.779551E-5	-5.280354E-5
	5.991000	966.104597	-39.013548	21.532644	0.000104	-5.533448E-5
	6.530000	1015.104345	-39.019666	21.530950	0.000110	-5.847138E-5
	7.071000	1064.781962	-39.005162	21.531929	0.000116	-6.155849E-5
	7.616000	1117.006819	-39.002676	21.535157	0.000121	-6.512961E-5
	8.155000	1165.037265	-38.992152	21.531222	0.000126	-6.843692E-5
	8.697000	1202.171900	-38.987621	21.536593	0.000131	-7.072888E-5
	9.241000	1254.002274	-38.991028	21.531718	0.000135	-7.408965E-5
	9.784000	1292.577984	-38.978218	21.534397	0.000140	-7.657817E-5
	10.324000	1330.741498	-38.972456	21.534557	0.000145	-7.838483E-5
	10.880000	1369.779318	-38.967011	21.535130	0.000148	-8.045526E-5
	11.420000	1405.326357	-38.967030	21.539498	0.000152	-8.221090E-5
	11.967000	1438.772165	-38.958396	21.540089	0.000155	-8.520454E-5
